image_link,group_id,entity_name,entity_value,output,model_input
https://m.media-amazon.com/images/I/71+fn9TWQmL.jpg,524635,item_weight,18.55 gram,"50n
50 mI
Carvomin
R
arvom
Verdauungstropfen
Verdauungstropten
hmel
18,55 g/20 ml
m Einnehi
18.55g/20m
Bkeit z
Flussigkeit zum Einnehmen
Zur
5O ml Wirkstoff: Ase
Benediktenkrau!
Carvomin
pflanzliches Am
Verdauungsturcs
Verdauungstropfen
keit enthalten
16
Mischung von 
18,55 g/20 ml
ferminzblattem
Flussigkeit zum
Wirkstoff:
Enthalt 58V
Einnehmen
Auszug aus einer Mischung
mittel fur Kinte
lagern.Das A
von Angelikawurzeln
ausschlieBlichar
Benediktenkraut und
dungsgebietre
Pfefferminzblattern
Krankheitssymoon
Packungsbeilag
eine andere ne
KLONGE
tieren.Reg-N.
Zur Anwendung
bei Erwachsenen
Klinge Pharma
PHARMA","Type: item_weight | OCR: 50n
50 mI
Carvomin
R
arvom
Verdauungstropfen
Verdauungstropten
hmel
18,55 g/20 ml
m Einnehi
18.55g/20m
Bkeit z
Flussigkeit zum Einnehmen
Zur
5O ml Wirkstoff: Ase
Benediktenkrau!
Carvomin
pflanzliches Am
Verdauungsturcs
Verdauungstropfen
keit enthalten
16
Mischung von 
18,55 g/20 ml
ferminzblattem
Flussigkeit zum
Wirkstoff:
Enthalt 58V
Einnehmen
Auszug aus einer Mischung
mittel fur Kinte
lagern.Das A
von Angelikawurzeln
ausschlieBlichar
Benediktenkraut und
dungsgebietre
Pfefferminzblattern
Krankheitssymoon
Packungsbeilag
eine andere ne
KLONGE
tieren.Reg-N.
Zur Anwendung
bei Erwachsenen
Klinge Pharma
PHARMA | Extracted Measurement: 55 g"
https://m.media-amazon.com/images/I/71aKgRRQ2wL.jpg,524635,item_weight,18.55 gram,"Carvonin
50 mI
Ierdaungstronfien
Carvomin
1855g20ml
Verdauungstropfen
wendune
18,55 g/20 ml
Flussigkeit zum Einnehmen
akAUn
50 ml Wirkstoff: Asu
Benediktenkrat
Carvomin
pflanzliches Am
Verdauungstucc
Verdauungstropfen
keit enthalten
Mischung von 
18,55 g/20 mI
Wirkstoff:
ferminzblattem
Flussigkeit zum
Enthalt 58 Va
Auszug aus einer Mischung
Einnehmen
mittel fur Kinde 
von Angelikawurzeln,
lagern.Das Ac
Benediktenkraut und
ausschlieBlichar.
dungsgebietee
Pfefferminzblattern
Krankheitssymoo
Packungsteiage 
KLONGE
eine andere n
tieren.Reg-.
PHARMA
Zur Anwendung
Klinge Pharma
bei Erwachsenen","Type: item_weight | OCR: Carvonin
50 mI
Ierdaungstronfien
Carvomin
1855g20ml
Verdauungstropfen
wendune
18,55 g/20 ml
Flussigkeit zum Einnehmen
akAUn
50 ml Wirkstoff: Asu
Benediktenkrat
Carvomin
pflanzliches Am
Verdauungstucc
Verdauungstropfen
keit enthalten
Mischung von 
18,55 g/20 mI
Wirkstoff:
ferminzblattem
Flussigkeit zum
Enthalt 58 Va
Auszug aus einer Mischung
Einnehmen
mittel fur Kinde 
von Angelikawurzeln,
lagern.Das Ac
Benediktenkraut und
ausschlieBlichar.
dungsgebietee
Pfefferminzblattern
Krankheitssymoo
Packungsteiage 
KLONGE
eine andere n
tieren.Reg-.
PHARMA
Zur Anwendung
Klinge Pharma
bei Erwachsenen | Extracted Measurement: 1855 g"
https://m.media-amazon.com/images/I/71rKXZJrh4L.jpg,524635,item_weight,18.55 gram,"50m
50 ml
Carvomin
arvom
Verdauungstropfen
Veroaungstropten
18,55 g/20 ml
18.55g/20m
Flussigkeit zum Einnehmen
FliSsie
AnWer
552
USZUS
1-5-
Wirkstoff:
Auszug aus einer Mischung
von Angelikawurzeln
Benediktenkraut und
Pfefferminzblattern
KLONGE
PHARMA","Type: item_weight | OCR: 50m
50 ml
Carvomin
arvom
Verdauungstropfen
Veroaungstropten
18,55 g/20 ml
18.55g/20m
Flussigkeit zum Einnehmen
FliSsie
AnWer
552
USZUS
1-5-
Wirkstoff:
Auszug aus einer Mischung
von Angelikawurzeln
Benediktenkraut und
Pfefferminzblattern
KLONGE
PHARMA | Extracted Measurement: 55 g"
https://m.media-amazon.com/images/I/71D824lbRvL.jpg,524635,item_weight,18.55 gram,"carvonin
50 mI
lerdauungstonfen
R
Carvomin
855g20mi
Verdauungstropfen
LUrA
18,55 g/20 ml
Flussigkeit zum Einnehmen
Wirkstoff:
Auszug aus einer Mischung
von Angelikawurzeln
Benediktenkraut und
Pfefferminzblattern
KLONGE
PHARMA","Type: item_weight | OCR: carvonin
50 mI
lerdauungstonfen
R
Carvomin
855g20mi
Verdauungstropfen
LUrA
18,55 g/20 ml
Flussigkeit zum Einnehmen
Wirkstoff:
Auszug aus einer Mischung
von Angelikawurzeln
Benediktenkraut und
Pfefferminzblattern
KLONGE
PHARMA | Extracted Measurement: 855 g"
https://m.media-amazon.com/images/I/71004c9tzfL.jpg,730429,item_weight,50.0 gram,"65:62
USB
CHARGING
 PORTS
50
MODE
UP
DOWN","Type: item_weight | OCR: 65:62
USB
CHARGING
 PORTS
50
MODE
UP
DOWN | Extracted Measurement: "
https://m.media-amazon.com/images/I/51bQPPtMqYL.jpg,881883,item_weight,26.0 gram,"How to Use.
Placethe curtain between the
counterweight and the magnet
4cm/1.6in
Weight:26g
Load-bearing
metalblock","Type: item_weight | OCR: How to Use.
Placethe curtain between the
counterweight and the magnet
4cm/1.6in
Weight:26g
Load-bearing
metalblock | Extracted Measurement: 26 g"
https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,wattage,800.0 watt,"28""
ZFREEWHEELS
800W
36V
GABELMINDESTBREITE 135MM
HINTERRADMITBRUSHLESSMOTOR","Type: wattage | OCR: 28""
ZFREEWHEELS
800W
36V
GABELMINDESTBREITE 135MM
HINTERRADMITBRUSHLESSMOTOR | Extracted Measurement: "
https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,voltage,36.0 volt,"28""
ZFREEWHEELS
800W
36V
GABELMINDESTBREITE 135MM
HINTERRADMITBRUSHLESSMOTOR","Type: voltage | OCR: 28""
ZFREEWHEELS
800W
36V
GABELMINDESTBREITE 135MM
HINTERRADMITBRUSHLESSMOTOR | Extracted Measurement: "
https://m.media-amazon.com/images/I/71IUuTJ8QwL.jpg,601746,item_weight,330.0 pound,"Superior Quality
Put durability,safety.and environmental protection first
Honeycomb Surface
Offers solid performance and ensures that
the yoga ball won't burst suddenly..
Explosion-Proof Design
Provides the best protection and.
prevents injuries.
Environmentally Friendly Material
Just use it with confidence knowing it's made.
>poI
of environmentally friendly material.
No Sticking
Rest assured that the surface won't sticktc
your skin, clothing, floor, and much more.
330lbs Load Bearing
Never worry about the load-bearing capacity.
of this yoga ball as it can support up to 33Olbs","Type: item_weight | OCR: Superior Quality
Put durability,safety.and environmental protection first
Honeycomb Surface
Offers solid performance and ensures that
the yoga ball won't burst suddenly..
Explosion-Proof Design
Provides the best protection and.
prevents injuries.
Environmentally Friendly Material
Just use it with confidence knowing it's made.
>poI
of environmentally friendly material.
No Sticking
Rest assured that the surface won't sticktc
your skin, clothing, floor, and much more.
330lbs Load Bearing
Never worry about the load-bearing capacity.
of this yoga ball as it can support up to 33Olbs | Extracted Measurement: 330 lb"
https://m.media-amazon.com/images/I/915JHkwtcrL.jpg,487566,item_weight,31.0 ounce,"51*70 IN
31 0Z
GARDEN
soft
 ventilate
warm
and
Particularly smooth
Comfortable to skin","Type: item_weight | OCR: 51*70 IN
31 0Z
GARDEN
soft
 ventilate
warm
and
Particularly smooth
Comfortable to skin | Extracted Measurement: "
https://m.media-amazon.com/images/I/71cjrYndwIL.jpg,794161,item_weight,0.35 ounce,"SKINFOOD
SALMON DARK CIRCLE CONCEALER
This concentrated and creamy concealer
contains salmon ingredients which effectively
help conceal dark under eye circles and brighten
the eyes.
To use : After applying your foundation, dispense an
adequate amount and gently tap onto dark circles around
your eye area
#2
""809221274243
Dist.SKINFOOD USA,INC.1 Technology Drive
Bldg.B, Suite B113 Irvine,California,92618
www.theskinfood.com
10g/Net wt.0.35oz
Made in Korea
OPEN HERE","Type: item_weight | OCR: SKINFOOD
SALMON DARK CIRCLE CONCEALER
This concentrated and creamy concealer
contains salmon ingredients which effectively
help conceal dark under eye circles and brighten
the eyes.
To use : After applying your foundation, dispense an
adequate amount and gently tap onto dark circles around
your eye area
#2
""809221274243
Dist.SKINFOOD USA,INC.1 Technology Drive
Bldg.B, Suite B113 Irvine,California,92618
www.theskinfood.com
10g/Net wt.0.35oz
Made in Korea
OPEN HERE | Extracted Measurement: 1 t"
https://m.media-amazon.com/images/I/81hnk2WXO3L.jpg,639090,item_weight,35.0 gram,"hot'chocolate
BOMBS
Made with Belgian Chocolate
inc/udes Mini Marshmallows
Milk
Double
Salted
Peppermint
Chocolate
Chocolate
Caramel
ORIGINAL INGREDIENTS:SUGARCOCOA BUTTERWHOLE MILK POWDER
Nutrition Facts
MARSHMALLOWS SUGARGLUCOSE SYRUPGELATINSORBITOLMODIFIED
CORN STARCH.DEXTROSE,ARTFICIAL FLAVORTETRASODIUM
PYROPHOSPHATE.COCOA MASSEMULSIFIERS (SOY LECITHIN.PGPR
16 serving per container.
VANILLA EXTRACT
Serving size1 Package (35g)
CONTAINS:MILK,SOY.
Amount per serving
SALTED CARAMEL INGREDIENTS:SUGAR.COCOA BUTTER,WHOLE MILK
180
POWDER.MARSHMALLOWS (SUGAR.GLUCOSE SYRUP.GELATIN.SORBITOL
Calories
MODIFIED CORN STARCH.DEXTROSE,ARTFICIAL FLAVOR.TETRASODIUM
PYROPHOSPHATE.COCOA MASS.EMULSIFIERS (SOY LECITHIN.PGPR
VANILLAEXTRACT.SALT.CARAMELFLAVOR.
% Daily Value*
CONTAINS:MILK,SOY.
Total Fat 9g
12%
PEPPERMINT INGREDIENTS:SUGARCOCOA BUTTER.WHOLE MILK POWDER
Saturated Fat 5g
25%
MARSHMALLOWS (SUGAR.GLUCOSE SYRUP,GELATIN.SORBITOL,MODIFIED
CORN STARCH.DEXTROSE,ARTFICIAL FLAVORTETRASODIUM
Trans Fat 0g
PYROPHOSPHATE.COCOA MASS.EMULSIFIERS (SOY LECITHIN.PGPR
Cholesterol 5mg
2%
VANILLA EXTRACT.PEPPERMINT FLAVOR.
BB
Sodium 20mg
CONTAINS:MILK.SOY
1%
Total Carbohydrate 22g
8%
DOUBLE CHOCOLATE INGREDIENTS: SUGAR.COCOA BUTTER.COCOA MASS.
WHOLE MILK POWDER,MARSHMALLOWS (SUGAR.GLUCOSE SYRUP.GELATIN
Dietary Fiber <1g
2%
SORBITOL.MODIFIED CORN STARCH.DEXTROSE,ARTFICIAL FLAVOR,
TETRASODIUM PYROPHOSPHATE).EMULSIFIERS (SOY LECITHIN.PGPR)
Total Sugars 21g
VANILLA EXTRACT
Includes 21g Added Sugars 42%
CONTAINS:MILK.SOY.
Protein 2g
DISTRIBUTED BY FRANKFORD CANDY LLC
PHILADELPHIA,PA 19114
Vit. D 0mcg 0%  Calcium 45mg 2%
CHOCOLATE MADE IN BELGIUM
Iron 0.6mg 2%Potas. 75mg 2%
MOLDED AND PACKED IN CHINA
MARSHMALLOWS MADE IN CHINA
 The % Daily Value (DV) tells you how much
www.frankfordcandy.com
 a nutrient in a serving of food contributes to
 a daily diet. 2,000 calories a day is used for
Frankford
 general nutrition advice..","Type: item_weight | OCR: hot'chocolate
BOMBS
Made with Belgian Chocolate
inc/udes Mini Marshmallows
Milk
Double
Salted
Peppermint
Chocolate
Chocolate
Caramel
ORIGINAL INGREDIENTS:SUGARCOCOA BUTTERWHOLE MILK POWDER
Nutrition Facts
MARSHMALLOWS SUGARGLUCOSE SYRUPGELATINSORBITOLMODIFIED
CORN STARCH.DEXTROSE,ARTFICIAL FLAVORTETRASODIUM
PYROPHOSPHATE.COCOA MASSEMULSIFIERS (SOY LECITHIN.PGPR
16 serving per container.
VANILLA EXTRACT
Serving size1 Package (35g)
CONTAINS:MILK,SOY.
Amount per serving
SALTED CARAMEL INGREDIENTS:SUGAR.COCOA BUTTER,WHOLE MILK
180
POWDER.MARSHMALLOWS (SUGAR.GLUCOSE SYRUP.GELATIN.SORBITOL
Calories
MODIFIED CORN STARCH.DEXTROSE,ARTFICIAL FLAVOR.TETRASODIUM
PYROPHOSPHATE.COCOA MASS.EMULSIFIERS (SOY LECITHIN.PGPR
VANILLAEXTRACT.SALT.CARAMELFLAVOR.
% Daily Value*
CONTAINS:MILK,SOY.
Total Fat 9g
12%
PEPPERMINT INGREDIENTS:SUGARCOCOA BUTTER.WHOLE MILK POWDER
Saturated Fat 5g
25%
MARSHMALLOWS (SUGAR.GLUCOSE SYRUP,GELATIN.SORBITOL,MODIFIED
CORN STARCH.DEXTROSE,ARTFICIAL FLAVORTETRASODIUM
Trans Fat 0g
PYROPHOSPHATE.COCOA MASS.EMULSIFIERS (SOY LECITHIN.PGPR
Cholesterol 5mg
2%
VANILLA EXTRACT.PEPPERMINT FLAVOR.
BB
Sodium 20mg
CONTAINS:MILK.SOY
1%
Total Carbohydrate 22g
8%
DOUBLE CHOCOLATE INGREDIENTS: SUGAR.COCOA BUTTER.COCOA MASS.
WHOLE MILK POWDER,MARSHMALLOWS (SUGAR.GLUCOSE SYRUP.GELATIN
Dietary Fiber <1g
2%
SORBITOL.MODIFIED CORN STARCH.DEXTROSE,ARTFICIAL FLAVOR,
TETRASODIUM PYROPHOSPHATE).EMULSIFIERS (SOY LECITHIN.PGPR)
Total Sugars 21g
VANILLA EXTRACT
Includes 21g Added Sugars 42%
CONTAINS:MILK.SOY.
Protein 2g
DISTRIBUTED BY FRANKFORD CANDY LLC
PHILADELPHIA,PA 19114
Vit. D 0mcg 0%  Calcium 45mg 2%
CHOCOLATE MADE IN BELGIUM
Iron 0.6mg 2%Potas. 75mg 2%
MOLDED AND PACKED IN CHINA
MARSHMALLOWS MADE IN CHINA
 The % Daily Value (DV) tells you how much
www.frankfordcandy.com
 a nutrient in a serving of food contributes to
 a daily diet. 2,000 calories a day is used for
Frankford
 general nutrition advice.. | Extracted Measurement: 35 g"
https://m.media-amazon.com/images/I/61HXgujoxpL.jpg,752266,wattage,150.0 watt,"IP65
150W","Type: wattage | OCR: IP65
150W | Extracted Measurement: "
https://m.media-amazon.com/images/I/613G8GOyLSL.jpg,752266,wattage,150.0 watt,"220mm/8.66in
150W
IP65
305mm/12.00in
32mm/1.25in
Ground
Wall
Ceiling","Type: wattage | OCR: 220mm/8.66in
150W
IP65
305mm/12.00in
32mm/1.25in
Ground
Wall
Ceiling | Extracted Measurement: "
https://m.media-amazon.com/images/I/71YyZ2iPyZL.jpg,752266,wattage,30.0 watt,"Durable & Flexible LED Floodlight
Thickened
Glass
High-Quality
LEDs
Die-Cast
Alumium Frame
IP65
30W
Mental
Bracket","Type: wattage | OCR: Durable & Flexible LED Floodlight
Thickened
Glass
High-Quality
LEDs
Die-Cast
Alumium Frame
IP65
30W
Mental
Bracket | Extracted Measurement: "
https://m.media-amazon.com/images/I/81K3JwUCnQL.jpg,752266,wattage,30.0 watt,"1P65
30W
IP65
waterproof
$
Dustproof
Heat-resisting
Frost-resistant","Type: wattage | OCR: 1P65
30W
IP65
waterproof
$
Dustproof
Heat-resisting
Frost-resistant | Extracted Measurement: "
https://m.media-amazon.com/images/I/41wvffSxB4L.jpg,299791,item_weight,15.5 gram,"15.5g
50cm
4cm
BF
EST
FRIF
ANDS
3.5cm","Type: item_weight | OCR: 15.5g
50cm
4cm
BF
EST
FRIF
ANDS
3.5cm | Extracted Measurement: 15.5 g"
https://m.media-amazon.com/images/I/91cErO-KbLL.jpg,237000,item_weight,200.0 gram,"JACQUARD
KNITTED MATERIAL
Super soft and comfortable creating a
custom upholstered look
200GSM
Microfiber","Type: item_weight | OCR: JACQUARD
KNITTED MATERIAL
Super soft and comfortable creating a
custom upholstered look
200GSM
Microfiber | Extracted Measurement: 200 g"
https://m.media-amazon.com/images/I/817vo3DcCNL.jpg,179080,wattage,250.0 watt,"KOMFORT-PAKET
DAS HERZSTUCK :
STARKER UND EFFIZIENTER MOTOR FUR ANGENEHMEN FAHRKOMFORT
KRAFTVOLLE UND EFFIZIENTE
EXTREM LEISERUND
UNGLAUBLICHES DREHMOMENT
UNTERSTUTZUNG BIS
LEISTUNGSSTARKER MOTOR MIT
VON
25 KM/H
250 W
45 NM","Type: wattage | OCR: KOMFORT-PAKET
DAS HERZSTUCK :
STARKER UND EFFIZIENTER MOTOR FUR ANGENEHMEN FAHRKOMFORT
KRAFTVOLLE UND EFFIZIENTE
EXTREM LEISERUND
UNGLAUBLICHES DREHMOMENT
UNTERSTUTZUNG BIS
LEISTUNGSSTARKER MOTOR MIT
VON
25 KM/H
250 W
45 NM | Extracted Measurement: "
https://m.media-amazon.com/images/I/61AHQ35poHL.jpg,884560,item_volume,10.0 ounce,"GGANBUTU
Your Old and Close Friend Ever!
How to Make
1 tqblet
Water
(10oz)
Boil
3 min..","Type: item_volume | OCR: GGANBUTU
Your Old and Close Friend Ever!
How to Make
1 tqblet
Water
(10oz)
Boil
3 min.. | Extracted Measurement: "
https://m.media-amazon.com/images/I/61WFh8RCQYL.jpg,844474,item_weight,0.8 kilogram,"High Quality Polyester Fabric
Breathable & Easy to Clean
Weight: 0.8KG
OVNVHZ
45CM
MODE:
BELLE
DE
38CM
U
26CM
28CM
18CM","Type: item_weight | OCR: High Quality Polyester Fabric
Breathable & Easy to Clean
Weight: 0.8KG
OVNVHZ
45CM
MODE:
BELLE
DE
38CM
U
26CM
28CM
18CM | Extracted Measurement: 0.8 kg"
https://m.media-amazon.com/images/I/711SATIDrmL.jpg,709627,item_weight,169.0 gram,"Basic Information
Battery Capacity
1300mAh
Discharage Rate
100C
Battery Voltage
14.8 V
Cell Configuration
4S
Connector Type
XT60 P|ug
Balancer Connector Type
JST-XHR
Weight: 169g
LDECOD
1.38 Inches
1300
mAh
100c
ROHS CE FC
LiPo4S14.8V19.24WH
1.26 Inches
2.83 Inches
TO0
T30","Type: item_weight | OCR: Basic Information
Battery Capacity
1300mAh
Discharage Rate
100C
Battery Voltage
14.8 V
Cell Configuration
4S
Connector Type
XT60 P|ug
Balancer Connector Type
JST-XHR
Weight: 169g
LDECOD
1.38 Inches
1300
mAh
100c
ROHS CE FC
LiPo4S14.8V19.24WH
1.26 Inches
2.83 Inches
TO0
T30 | Extracted Measurement: 169 g"
https://m.media-amazon.com/images/I/61x6RSjwQIL.jpg,299791,item_weight,10.0 gram,"UNIOUE
DESIGN
0.55inch
0.78inch
0.55inch-
0.66inch
Weight: 10g
20""+ 2"" Extension
Moderate thickness
Rotatable screws,
Chain Length
suitable for ashes
tightly fixed","Type: item_weight | OCR: UNIOUE
DESIGN
0.55inch
0.78inch
0.55inch-
0.66inch
Weight: 10g
20""+ 2"" Extension
Moderate thickness
Rotatable screws,
Chain Length
suitable for ashes
tightly fixed | Extracted Measurement: 10 g"
https://m.media-amazon.com/images/I/613BeFNwHcL.jpg,523149,item_weight,7.0 gram,,Type: item_weight | OCR: nan | Extracted Measurement: 
https://m.media-amazon.com/images/I/61hWZdkq6WL.jpg,630390,item_weight,750.0 gram,"+watt
WHEY
PROTEIN 90
Integratore alimentare di proteine
GLUTEN
del siero del latte isolate e vitamine.
FREE
Con edulcoranti. Ultrasolubile.
Food supplement of micro-ultrafiltered
CFM whey protein isolate and vitamins.
With sweeteners.Ultrasoluble.
750 g
30 dosi /servings","Type: item_weight | OCR: +watt
WHEY
PROTEIN 90
Integratore alimentare di proteine
GLUTEN
del siero del latte isolate e vitamine.
FREE
Con edulcoranti. Ultrasolubile.
Food supplement of micro-ultrafiltered
CFM whey protein isolate and vitamins.
With sweeteners.Ultrasoluble.
750 g
30 dosi /servings | Extracted Measurement: 750 g"
https://m.media-amazon.com/images/I/71E7CU55dcL.jpg,810266,item_weight,160.0 gram,"8 cm
Specifications:
Material: borosilicate glass
9,5 cm
Colors:d
3-Natural, Pink, Gold
Weight:
160 g
Volume:
:180ml
Shape:
.Shiba Inu
6 cm","Type: item_weight | OCR: 8 cm
Specifications:
Material: borosilicate glass
9,5 cm
Colors:d
3-Natural, Pink, Gold
Weight:
160 g
Volume:
:180ml
Shape:
.Shiba Inu
6 cm | Extracted Measurement: 160 g"
https://m.media-amazon.com/images/I/61c+hSNnnZL.jpg,748919,item_weight,270.0 gram,"ZITROMAC
SOLCCIONES CITRICAS
PINA
DESHIDRATADA
Peso Neto:270gr
65-70 UNIDADES
.","Type: item_weight | OCR: ZITROMAC
SOLCCIONES CITRICAS
PINA
DESHIDRATADA
Peso Neto:270gr
65-70 UNIDADES
. | Extracted Measurement: 270 g"
https://m.media-amazon.com/images/I/915w0BdW-gL.jpg,993359,item_weight,500 gram,"FRESH
MIILoP
R
FENNEA
 qla
Net Wt.500g
902929001101
505050507","Type: item_weight | OCR: FRESH
MIILoP
R
FENNEA
 qla
Net Wt.500g
902929001101
505050507 | Extracted Measurement: 500 g"
https://m.media-amazon.com/images/I/61sx0ezNNLL.jpg,731432,item_weight,1 kilogram,"NUTRIARC
MUSCLE
MRSSGOINER
60g
1012
200g
12g
PROTEIN
CALORIES
CARBS
BOAR
100%
PUREINGREDIENTS
CHOCOLATE
MILKSHAKE
ZERO
NETWT.1KG
REE
ADDED SUGAR","Type: item_weight | OCR: NUTRIARC
MUSCLE
MRSSGOINER
60g
1012
200g
12g
PROTEIN
CALORIES
CARBS
BOAR
100%
PUREINGREDIENTS
CHOCOLATE
MILKSHAKE
ZERO
NETWT.1KG
REE
ADDED SUGAR | Extracted Measurement: 60 g"
https://m.media-amazon.com/images/I/71ldprwbKrL.jpg,731432,item_weight,10 kilogram,"PREMIUM OUALITY
INGRIDIENTS
ADDED
HIGH QUALITY
PROTEIN BLEND
ADDED
CREATINE
MONOHYDRATE
NUTRIARC
MUSCLE
ADDED
BCAA&
MOSS GGINER
GLUTAMINE
60g
1012g
6002
12g
PROTEN
RLORIES
ARBE
ICAR
100%
PUREINGREDIENTS
CHOCLATE
ADDED
MILKSHAKE
VITAMINS&
EREEZERO
MINERALS","Type: item_weight | OCR: PREMIUM OUALITY
INGRIDIENTS
ADDED
HIGH QUALITY
PROTEIN BLEND
ADDED
CREATINE
MONOHYDRATE
NUTRIARC
MUSCLE
ADDED
BCAA&
MOSS GGINER
GLUTAMINE
60g
1012g
6002
12g
PROTEN
RLORIES
ARBE
ICAR
100%
PUREINGREDIENTS
CHOCLATE
ADDED
MILKSHAKE
VITAMINS&
EREEZERO
MINERALS | Extracted Measurement: 60 g"
https://m.media-amazon.com/images/I/71E9iF-bmKL.jpg,731432,item_weight,1 kilogram,"DESIGNED
FOR
EXTREME
GAINS
Support Weight &
Muscle Building
Muscle Size &
Strength
NUTRIARC
Rapid Muscle
MUSCLE
MASSGAINER
Recovery
60g
6002/62101
12g
PROTEN
100%
Reduce Muscle
PUREINGREDIENTS
CHOCLATE
MILKSHAKE
Break down
NETWL1NG","Type: item_weight | OCR: DESIGNED
FOR
EXTREME
GAINS
Support Weight &
Muscle Building
Muscle Size &
Strength
NUTRIARC
Rapid Muscle
MUSCLE
MASSGAINER
Recovery
60g
6002/62101
12g
PROTEN
100%
Reduce Muscle
PUREINGREDIENTS
CHOCLATE
MILKSHAKE
Break down
NETWL1NG | Extracted Measurement: 60 g"
https://m.media-amazon.com/images/I/71sWRp1SNwL.jpg,731432,item_weight,2.2 pound,"1KG2.2Ibs
Contains Added Flavour-Chocolate (Natural and Nature Identical
NUTRITION FACTS
Flavouring Substances)
AMINO ACID PROFILE
Servings Per
Serving Size 1 Scoop 50 g)
BCAA (Branched Chain Amino Acids) (g/100g protein)
Container:20
Per 100g
Quantity Per
%Daily
Leucine
2.50 g
Serving
Values*
Iso Leucine
1.25g
Valine
Energy
253 kcal
1.25 g
Essential Amino Acids
Total Fat
1g
3.00%
Lysine
2.00 g
0.5g
Methionine
0.50 g
Saturated Fat
Phenylalanine
1.00g
Trans Fat
60
Tryptophan
0.40g
10mg
Threonine
1.70g
Cholesterol
3%
Other Amino Acids (g/100g protein)
Sodium
50mg
7%
Alanine
1.40g
Glutamic Acid
3.00 g
Total Carbohydrates
50g
Glycine
0.60 g
Sugars (As Sucrose)
5g
Histidine
0.60 g
Proline
1.25 g
Protein
12g
50%
Cysteine
0.40g
BCAA Blend
5.5g
Tryosine
1.20g
Arginine
1.20g
*Percent Daily Values (DV) are based on a 2000 calorie diet. Your Daily Values may
Serine
1.30 g
be higher or lower depending on your calorie needs
Aspartic Acid
2.50 g
INGREDIENTS
whey protein blend (Whey Protein Cocentrate, Whey Protein Isolate)Skimed Milk Powder,
Maltodextrin,Alkalized Cocoa Powder,Stabilizer INS415,INS417)Sunflower
lecithin(INS322)Sucralose(INS955),Glutamine,Creatine Monohydrate
MUSCLE
MASS GAINER
65002/62101/609
100%
EUREINGREDIENTS
CHOCLATE
MILKSHAKE
ZERO","Type: item_weight | OCR: 1KG2.2Ibs
Contains Added Flavour-Chocolate (Natural and Nature Identical
NUTRITION FACTS
Flavouring Substances)
AMINO ACID PROFILE
Servings Per
Serving Size 1 Scoop 50 g)
BCAA (Branched Chain Amino Acids) (g/100g protein)
Container:20
Per 100g
Quantity Per
%Daily
Leucine
2.50 g
Serving
Values*
Iso Leucine
1.25g
Valine
Energy
253 kcal
1.25 g
Essential Amino Acids
Total Fat
1g
3.00%
Lysine
2.00 g
0.5g
Methionine
0.50 g
Saturated Fat
Phenylalanine
1.00g
Trans Fat
60
Tryptophan
0.40g
10mg
Threonine
1.70g
Cholesterol
3%
Other Amino Acids (g/100g protein)
Sodium
50mg
7%
Alanine
1.40g
Glutamic Acid
3.00 g
Total Carbohydrates
50g
Glycine
0.60 g
Sugars (As Sucrose)
5g
Histidine
0.60 g
Proline
1.25 g
Protein
12g
50%
Cysteine
0.40g
BCAA Blend
5.5g
Tryosine
1.20g
Arginine
1.20g
*Percent Daily Values (DV) are based on a 2000 calorie diet. Your Daily Values may
Serine
1.30 g
be higher or lower depending on your calorie needs
Aspartic Acid
2.50 g
INGREDIENTS
whey protein blend (Whey Protein Cocentrate, Whey Protein Isolate)Skimed Milk Powder,
Maltodextrin,Alkalized Cocoa Powder,Stabilizer INS415,INS417)Sunflower
lecithin(INS322)Sucralose(INS955),Glutamine,Creatine Monohydrate
MUSCLE
MASS GAINER
65002/62101/609
100%
EUREINGREDIENTS
CHOCLATE
MILKSHAKE
ZERO | Extracted Measurement: 1 kg"
https://m.media-amazon.com/images/I/61Fwq4GeTmL.jpg,752266,wattage,60.0 watt,"60W
PROfessiona
Install
6.600lm
bianco naturale
IP65
x2
C
120cm","Type: wattage | OCR: 60W
PROfessiona
Install
6.600lm
bianco naturale
IP65
x2
C
120cm | Extracted Measurement: "
